experiment_name,llm_model,embedding_model,retriever_k,question,faithfulness,answer_correctness,answer_relevancy,context_precision,context_recall,latency_ms,question_normalized,section,section_order,question_order,faq_id,latency_s,experiment_short,experiment_label,experiment_descriptor
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I contact IT Support Hub?,0.97,0.905,0.988,0.872,0.906,1605,how do i contact it support hub?,UCD Connect,1,4,8cb347ec9dac24845315f4ebbf10b1c477a1e540,1.605,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Will I lose access to SISWeb when I graduate or if I leave UCD?,0.913,0.927,0.909,0.878,0.87,1662,will i lose access to sisweb when i graduate or if i leave ucd?,UCD Connect,1,5,bea52bd424329a64f9c5eeca6f600314c2639896,1.662,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Will I lose access to my UCD email address if I graduate or if I leave UCD?,0.978,0.895,0.89,0.895,0.942,1327,will i lose access to my ucd email address if i graduate or if i leave ucd?,UCD Connect,1,6,944e21b601eb29945bc1f59a73acf6cc9548c149,1.327,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What do I need to know about my SUSI Grant?,0.909,0.877,0.82,0.816,0.948,1690,what do i need to know about my susi grant?,Fees,2,1,5b0c1b81cecee20be10148f2213b9bde5a4fdbad,1.69,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Who is eligible for Free Fees?,0.966,0.757,0.895,0.803,0.905,2180,who is eligible for free fees?,Fees,2,2,ba1996e5abebaf7a206ca4b17cdd699bb10f8326,2.18,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Do I need to submit a new application for Free Fee Assessment each year?,0.873,0.966,0.971,0.881,0.878,1265,do i need to submit a new application for free fee assessment each year?,Fees,2,3,5317570a72fa65e8bc0775e9c3715f69867da3e5,1.265,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Who is eligible for EU Fees?,0.94,0.896,0.888,0.806,0.9,1492,who is eligible for eu fees?,Fees,2,4,6117a462da250859abe1a541d48e2d29e6cf8835,1.492,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Are UK applicants still eligible for EU Fees?,0.99,0.849,0.806,0.825,0.902,1747,are uk applicants still eligible for eu fees?,Fees,2,5,10edc5db9b0b288ad46d92594e125d764abd8b7f,1.747,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I think I should be on the EU Fees rate - what should I do?,0.904,0.915,0.897,0.814,0.794,2019,i think i should be on the eu fees rate - what should i do?,Fees,2,6,2399e05e16b2f68d3229598693cc73eda759a500,2.019,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I pay my fees?,0.944,0.821,0.937,0.963,0.988,1876,how do i pay my fees?,Fees,2,7,b716ea686f13f7fbee636e50029b0eed454535d8,1.876,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can I make a payment over the phone?,0.954,0.854,0.89,0.886,0.808,1448,can i make a payment over the phone?,Fees,2,8,57d50f8952cdf6cbadf79d974efd80e43ec46ced,1.448,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I get a receipt for payments made?,0.989,0.99,0.838,0.799,0.855,1456,how do i get a receipt for payments made?,Fees,2,9,3ffbb364ca633c984e9d7ab617cffd5841dd36cf,1.456,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can UCD send an invoice to my employers?,0.956,0.89,0.812,0.875,0.769,1607,can ucd send an invoice to my employers?,Fees,2,10,f00895b7123d87b96cef2417efeeb3b1f3a77c58,1.607,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I request a Canadian Tax Form?,0.898,0.925,0.947,0.887,0.782,1272,how do i request a canadian tax form?,Fees,2,11,80dd49fae1d1a957b506c790e80582c2afb2a584,1.272,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I request a Refund?,0.854,0.887,0.859,0.861,0.896,1632,how do i request a refund?,Fees,2,12,df89e039c8c27fa615e87efa5f6f289e24929df4,1.632,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How much does it cost to resit/repeat a module?,0.988,0.923,0.765,0.846,0.908,1721,how much does it cost to resit/repeat a module?,Fees,2,13,3b39f64d82d00279869325be8f1cbef47108ba45,1.721,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How much does it cost to Substitute a Module?,0.956,0.892,0.888,0.851,0.863,1741,how much does it cost to substitute a module?,Fees,2,14,74ac72cd02c6f034ec0fdabf42cb03dc22d337a8,1.741,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What are the fee implications if I withdraw from my programme?,0.99,0.99,0.87,0.905,0.861,1503,what are the fee implications if i withdraw from my programme?,Fees,2,15,8cf7359bba8ad08572b7db606bffca33f3c918ef,1.503,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,When are my fees due?,0.99,0.949,0.878,0.862,0.927,1798,when are my fees due?,Fees,2,16,41e632feeb85de2c7b8a16c3fcb693c5d2116d89,1.798,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I process my American/Canadian Loan cheque?,0.982,0.791,0.88,0.898,0.955,1639,how do i process my american/canadian loan cheque?,Fees,2,17,38f9da4d7ff936ce86e7de2de7a945387a3bb786,1.639,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I open a student Bank Account?,0.882,0.968,0.882,0.897,0.975,1546,how do i open a student bank account?,Fees,2,18,73e659d143b661f2972e31993f83d9e96d243c7d,1.546,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I need to provide term dates from previous academic years for SUSI. Where can I find these?,0.97,0.99,0.938,0.83,0.893,1664,i need to provide term dates from previous academic years for susi. where can i find these?,Fees,2,19,320359343c7d937141a1e60c2a8867227cae117b,1.664,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I submit my Financial Guarantee/Sponsorship letter?,0.99,0.89,0.908,0.923,0.922,1630,how do i submit my financial guarantee/sponsorship letter?,Fees,2,20,caef2468aa28da90264aa19c037fbc0fac3b322d,1.63,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I pay a disciplinary related fine?,0.918,0.938,0.769,0.892,0.857,1551,how do i pay a disciplinary related fine?,Fees,2,21,8e7dd574ccce63c3e5c2a942419694667b5fddc8,1.551,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I access my online Electronic Documents?,0.924,0.948,0.942,0.861,0.789,1388,where can i access my online electronic documents?,Official Documents,3,1,eab5ed846f26855fee5f353ee410dce685b9034d,1.388,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Are my Electronic Documents available to me throughout the year?,0.953,0.921,0.865,0.824,0.904,1532,are my electronic documents available to me throughout the year?,Official Documents,3,2,575cf484ab9daf28402483a7abeb34ef3e35118e,1.532,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can UCD email/scan my official documents to me and/or a third party?,0.984,0.99,0.929,0.885,0.843,1975,can ucd email/scan my official documents to me and/or a third party?,Official Documents,3,3,df27f1a55fc7187a280c487bc0a89ead09adb44a,1.975,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How can a Third Party verify my Electronic Documents?,0.858,0.831,0.881,0.886,0.812,1637,how can a third party verify my electronic documents?,Official Documents,3,4,b328d9154faea0acf565e168e4ebd7f57fc458a8,1.637,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I order a Hard Copy of my official documents?,0.975,0.843,0.898,0.979,0.936,1616,how do i order a hard copy of my official documents?,Official Documents,3,5,411d2879a1da1695972b56386706f4d4e70818b7,1.616,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How much do Hard Copies cost?,0.99,0.86,0.918,0.929,0.923,1194,how much do hard copies cost?,Official Documents,3,6,9314cc45d8bd56f293870cb7d7a297accb19c028,1.194,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I get a Certificate of Attendance?,0.899,0.812,0.87,0.781,0.84,1956,where can i get a certificate of attendance?,Official Documents,3,7,c03e691828509ae725289ee7cf936c96fefc8ff4,1.956,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What is the difference between a Statement of Results and a Transcript?,0.839,0.858,0.806,0.737,0.689,1712,what is the difference between a statement of results and a transcript?,Official Documents,3,8,01ff27aca83852c6b1cf05105385d7e81d1eb232,1.712,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Why do my results say pending?,0.968,0.773,0.825,0.84,0.797,1555,why do my results say pending?,Official Documents,3,9,6dd4151a3deef9958ea1575a78faae8b36def469,1.555,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I send my UCD documents to WES?,0.99,0.99,0.99,0.99,0.933,1667,how do i send my ucd documents to wes?,Official Documents,3,10,1a487526804bfe94c3f150b165f38a1ecec16e2e,1.667,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Applying to the Teaching Council?,0.98,0.99,0.885,0.919,0.947,1581,applying to the teaching council?,Official Documents,3,11,8f8a99d3f7e03ec44756f3cf4cb6bfa9ead921a7,1.581,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How can I submit academic documents for Qualification Check?,0.853,0.806,0.831,0.773,0.9,1704,how can i submit academic documents for qualification check?,Official Documents,3,12,bff7c91949f5f1ff35e7dfaa117391a86d2e2d1c,1.704,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I've submitted my documents to a third party and they've told me that they're unable to verify them. How can I solve this?,0.846,0.865,0.952,0.76,0.951,1705,i've submitted my documents to a third party and they've told me that they're unable to verify them. how can i solve this?,Official Documents,3,13,afb17db24142b8c0574dd2a75a64af49e238b59d,1.705,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I need a letter to confirm that I withdrew from UCD. Where do I go?,0.969,0.85,0.883,0.846,0.835,1689,i need a letter to confirm that i withdrew from ucd. where do i go?,Official Documents,3,14,9dacca12c9a30216c6d15afecb8fdb2418a5ab28,1.689,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I get a form stamped?,0.99,0.84,0.775,0.691,0.843,1587,how do i get a form stamped?,Form Stamping,4,1,51e17a414973dadc5d11f953495b48f4e19e9732,1.587,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can the Student Desk stamp forms in place of the Gardaí?,0.932,0.942,0.864,0.789,0.809,1804,can the student desk stamp forms in place of the gardaí?,Form Stamping,4,2,b0f539ac91dc1fcf449a4f740b30454dfa896ac7,1.804,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can I drop a module when online registration is 'closed'?,0.99,0.929,0.853,0.89,0.796,1733,can i drop a module when online registration is 'closed'?,Registration,5,1,7bc4684722fd268e18ec94e0a93827d7b1b2af79,1.733,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What are extenuating circumstances & how do I apply?,0.99,0.924,0.983,0.86,0.974,1719,what are extenuating circumstances & how do i apply?,Registration,5,2,2da1b1b67b039906ba73d5ac7557fe18f23e5e23,1.719,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What is a substitute module?,0.934,0.882,0.822,0.93,0.799,1696,what is a substitute module?,Registration,5,3,7551ad89a90b18ca91e653522edee6f221dff7f2,1.696,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I find a syllabus/module descriptors of my course?,0.952,0.918,0.95,0.851,0.925,1581,where can i find a syllabus/module descriptors of my course?,Registration,5,4,e6aa6a653ce2626497b04eb317a8373f25b06930,1.581,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What is a Leave of Absence and how do I apply?,0.938,0.779,0.911,0.839,0.766,1635,what is a leave of absence and how do i apply?,Registration,5,5,62414804a90a3db4789fdf05a951488d884ffc47,1.635,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I withdraw from my programme?,0.979,0.99,0.814,0.99,0.959,2045,how do i withdraw from my programme?,Registration,5,6,37b231b25b5923b4762b373e0a81f2798257d464,2.045,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Why have I not progressed to the next stage?,0.99,0.99,0.939,0.931,0.99,1889,why have i not progressed to the next stage?,Registration,5,7,8b736057aaabd66538f637fe582af647750b32b9,1.889,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I find more information on applying for Recognition of Prior Learning (RPL)?,0.985,0.928,0.815,0.739,0.766,1553,where can i find more information on applying for recognition of prior learning (rpl)?,Registration,5,8,39844efeeba0867b084e1f26f4a244cf141d9118,1.553,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can I change my first name under the Gender ID & Expression policy?,0.909,0.937,0.895,0.853,0.839,1655,can i change my first name under the gender id & expression policy?,Registration,5,9,8f20b8fea121f0057d2376bf8106da1b2cdcfb05,1.655,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I have a questions about UCD Micro-credentials,0.989,0.99,0.905,0.834,0.824,1889,i have a questions about ucd micro-credentials,Registration,5,10,8c77cd88fb5fc266282d62c25383698a3f8e109e,1.889,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,When are the end of term exams and when are results released?,0.972,0.985,0.741,0.792,0.826,1341,when are the end of term exams and when are results released?,Exams,6,1,58bf7420371a120439ca9db06ef029abbb5184ef,1.341,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I view my results?,0.925,0.928,0.971,0.99,0.799,1350,how do i view my results?,Exams,6,2,b22f29ebe46a563668fa92da36462ea43929e107,1.35,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can I check a hold on my record?,0.972,0.99,0.849,0.801,0.941,1867,can i check a hold on my record?,Exams,6,3,9d7220eade407ca223b83b13ac6b846e8623f462,1.867,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What is the difference between a repeat and a resit?,0.961,0.84,0.869,0.828,0.847,1378,what is the difference between a repeat and a resit?,Exams,6,4,bb0d85f1462958b4d674c967a369bd9fcb133d63,1.378,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Are final results for all programmes available online?,0.954,0.948,0.876,0.863,0.813,1597,are final results for all programmes available online?,Exams,6,5,7ff68e1333ee72c3ff84bb40c217d107f5ba8b06,1.597,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I calculate my Degree Award GPA?,0.918,0.971,0.927,0.822,0.88,1924,how do i calculate my degree award gpa?,Exams,6,6,1c5aa864d969e44dcd955250403dd4ee76d160a0,1.924,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I access past exam papers?,0.99,0.943,0.975,0.908,0.983,1466,where can i access past exam papers?,Exams,6,7,1c11517398fffa9e4fa8f80fe848f33c796fca81,1.466,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I appeal a grade?,0.99,0.896,0.922,0.905,0.823,1617,how do i appeal a grade?,Exams,6,8,893511c3b19309b6161d3ef6d4deaa2b5716c9bf,1.617,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Can I submit my thesis electronically?,0.855,0.99,0.808,0.824,0.818,1458,can i submit my thesis electronically?,Graduate Research Theses,7,1,0e2356f65b64096b2ead818b2dc96f54cd51deec,1.458,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I submit my thesis electronically?,0.969,0.99,0.842,0.963,0.946,1574,how do i submit my thesis electronically?,Graduate Research Theses,7,2,b6bf9dd6b6d722ad1a577a99532cb48910f99123,1.574,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I find guidelines/regulations about thesis formatting?,0.99,0.981,0.849,0.912,0.894,1255,where can i find guidelines/regulations about thesis formatting?,Graduate Research Theses,7,3,fa22aee5b4029abcd98420667e73d0fd8b1ec78e,1.255,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How many copies of my thesis do I need to submit?,0.908,0.788,0.93,0.77,0.704,1429,how many copies of my thesis do i need to submit?,Graduate Research Theses,7,4,2855083eb9e93ee613fd4bdce728959615dc06b5,1.429,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,"If I submitted my thesis electronically, do I still need to submit a hardbound copy?",0.907,0.978,0.954,0.863,0.928,1412,"if i submitted my thesis electronically, do i still need to submit a hardbound copy?",Graduate Research Theses,7,5,25318fece301538e0a1f475cffc644e66734f9ec,1.412,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,What is the ACCE?,0.91,0.928,0.827,0.956,0.858,1551,what is the acce?,Graduate Research Theses,7,6,e60ac79b225072bd067bbca21e28377f1f3906df,1.551,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Do I have to submit my thesis by a certain time of day?,0.901,0.78,0.915,0.983,0.821,1404,do i have to submit my thesis by a certain time of day?,Graduate Research Theses,7,7,39c22cf6857cdf7cd54b055f358eedcc0c23af25,1.404,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I correct the title of my thesis?,0.859,0.887,0.957,0.955,0.99,1856,how do i correct the title of my thesis?,Graduate Research Theses,7,8,724f8daf770090030a8058f182a539210689600a,1.856,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I find information on both on-campus and off-campus accommodation?,0.99,0.874,0.939,0.989,0.82,1558,where can i find information on both on-campus and off-campus accommodation?,Accommodation,8,1,725ce4ddc43c561e956d8ee826dc467d0e754aa5,1.558,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I search for lost property?,0.803,0.873,0.839,0.755,0.688,1946,where can i search for lost property?,Lost Property,9,1,8462fe3b012badb28a481faaa0d6950e94073ebb,1.946,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I apply for a Scholarship?,0.943,0.912,0.775,0.921,0.935,2065,how do i apply for a scholarship?,Information for International Students,10,1,b8d7e15de20cc4f7f25ab793b63654c7a342c259,2.065,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I get a letter to confirm course completion for my Stamp 1G visa application?,0.952,0.938,0.859,0.956,0.874,1706,where can i get a letter to confirm course completion for my stamp 1g visa application?,Information for International Students,10,2,14dbccc73d143003bc1fc635a4ff841eab753abd,1.706,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Who do I contact if I have questions about my visa/visa requirements?,0.878,0.982,0.849,0.855,0.976,1904,who do i contact if i have questions about my visa/visa requirements?,Information for International Students,10,3,4ced38d40a745ec35e11446dc18388c653d7c21b,1.904,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,I am an international student. Where can I find information about arriving in Ireland?,0.979,0.88,0.812,0.872,0.731,1691,i am an international student. where can i find information about arriving in ireland?,Information for International Students,10,4,bf8d2d726fa9d69b7989c832259d96bdd8bbff9e,1.691,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I get a letter about QQI accreditation to support my PPSN application?,0.99,0.973,0.905,0.77,0.775,1607,where can i get a letter about qqi accreditation to support my ppsn application?,Information for International Students,10,5,21d248b0093ed9ec24578f88264e6ba04b1f93ff,1.607,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,How do I complete my Garda Vetting Application?,0.935,0.99,0.86,0.898,0.928,1322,how do i complete my garda vetting application?,Garda Vetting,11,1,6ccbcbe81c68d497330ae8fa12221d268c80aa40,1.322,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Where can I find further information about conferring?,0.874,0.941,0.859,0.876,0.847,1558,where can i find further information about conferring?,Conferring,12,1,1535f7203d993fa6dfac1c2d8a25d886c3839426,1.558,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,"I am due to confer in September or December, what do I need to know?",0.952,0.843,0.875,0.953,0.811,1660,"i am due to confer in september or december, what do i need to know?",Conferring,12,2,ed936f1dd7c94f094b5fc089f99876fea7cfadda,1.66,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
voyageai_512_64_contextual_hybrid_True,phi3:mini,mxbai-embed-large,6,Staff Query?,0.99,0.817,0.832,0.862,0.842,1898,staff query?,Staff Query,13,1,90460b760499742189edfc402b56aa035993a134,1.898,Exp 2,Best model,phi3:mini | mxbai-embed-large | k=6
